id,loan_pred,loan_prob
67315,1,0.9691
67316,0,0.0237
67317,1,0.969
67318,0,0.0169
67319,0,0.0024
67320,0,0.0144
67321,0,0.014
67322,0,0.1379
67323,0,0.0204
67324,0,0.467
67325,0,0.0258
67326,0,0.0086
67327,0,0.0032
67328,0,0.018
67329,0,0.0191
67330,0,0.0246
67331,0,0.0586
67332,0,0.0471
67333,0,0.0242
67334,1,0.9054
67335,0,0.0165
67336,0,0.0674
67337,0,0.0449
67338,0,0.0061
67339,1,0.8877
67340,0,0.0436
67341,0,0.2679
67342,0,0.0279
67343,0,0.0173
67344,0,0.0702
67345,0,0.0107
67346,0,0.0041
67347,0,0.0243
67348,0,0.003
67349,0,0.0581
67350,0,0.0101
67351,1,0.9181
67352,0,0.0192
67353,0,0.1154
67354,0,0.0113
67355,0,0.0046
67356,0,0.0101
67357,0,0.0076
67358,0,0.002
67359,0,0.0132
67360,1,0.9446
67361,0,0.019
67362,0,0.0162
67363,0,0.0102
67364,0,0.0014
67365,0,0.0154
67366,0,0.023
67367,0,0.0317
67368,0,0.0448
67369,0,0.0078
67370,0,0.0083
67371,0,0.0273
67372,0,0.4702
67373,0,0.0063
67374,0,0.1334
67375,0,0.0066
67376,0,0.0241
67377,0,0.0091
67378,0,0.0219
67379,0,0.0128
67380,0,0.0049
67381,1,0.9746
67382,0,0.007
67383,1,0.8996
67384,0,0.0112
67385,0,0.0268
67386,0,0.03
67387,0,0.0119
67388,0,0.0064
67389,0,0.0404
67390,0,0.0622
67391,1,0.9763
67392,0,0.0207
67393,1,0.721
67394,0,0.0072
67395,0,0.0052
67396,0,0.0935
67397,0,0.0202
67398,1,0.9007
67399,0,0.0306
67400,0,0.0136
67401,0,0.0155
67402,0,0.0181
67403,0,0.0146
67404,0,0.0176
67405,1,0.977
67406,1,0.9156
67407,0,0.0581
67408,0,0.3157
67409,1,0.9585
67410,0,0.2337
67411,0,0.0031
67412,0,0.0104
67413,0,0.0169
67414,0,0.0567
67415,0,0.0771
67416,1,0.9322
67417,0,0.0157
67418,0,0.1778
67419,0,0.004
67420,0,0.0712
67421,0,0.009
67422,0,0.1101
67423,0,0.0531
67424,0,0.235
67425,1,0.9604
67426,0,0.0306
67427,0,0.0059
67428,0,0.0055
67429,0,0.0161
67430,1,0.9359
67431,0,0.0087
67432,0,0.1274
67433,0,0.0025
67434,0,0.06
67435,0,0.0139
67436,0,0.0772
67437,0,0.079
67438,0,0.0231
67439,0,0.0042
67440,0,0.0139
67441,1,0.9547
67442,0,0.0164
67443,0,0.0215
67444,1,0.982
67445,0,0.009
67446,0,0.0588
67447,0,0.0053
67448,0,0.0113
67449,0,0.0314
67450,0,0.014
67451,0,0.0064
67452,0,0.1429
67453,0,0.0027
67454,0,0.0432
67455,0,0.2277
67456,0,0.0076
67457,0,0.0628
67458,0,0.0071
67459,0,0.0263
67460,0,0.044
67461,0,0.0106
67462,1,0.985
67463,0,0.031
67464,1,0.8177
67465,0,0.027
67466,0,0.0393
67467,0,0.027
67468,1,0.8671
67469,0,0.008
67470,0,0.0158
67471,0,0.279
67472,0,0.0091
67473,0,0.0627
67474,0,0.0308
67475,0,0.199
67476,0,0.0069
67477,0,0.035
67478,0,0.0093
67479,0,0.0525
67480,0,0.0103
67481,0,0.0188
67482,0,0.0146
67483,0,0.0112
67484,0,0.006
67485,0,0.0265
67486,0,0.0093
67487,0,0.0271
67488,0,0.028
67489,0,0.0045
67490,0,0.0679
67491,1,0.7114
67492,1,0.6045
67493,0,0.0427
67494,1,0.9125
67495,0,0.0114
67496,0,0.0139
67497,0,0.0016
67498,0,0.0488
67499,0,0.0498
67500,0,0.0287
67501,1,0.9551
67502,0,0.0333
67503,0,0.0621
67504,0,0.0381
67505,0,0.0132
67506,1,0.9321
67507,0,0.0206
67508,0,0.0033
67509,0,0.0093
67510,1,0.9228
67511,0,0.0722
67512,0,0.12
67513,0,0.0098
67514,0,0.0383
67515,1,0.9092
67516,1,0.9254
67517,0,0.0581
67518,0,0.0284
67519,0,0.0146
67520,0,0.0244
67521,0,0.0091
67522,0,0.0333
67523,0,0.1196
67524,0,0.035
67525,0,0.0076
67526,0,0.0111
67527,1,0.9964
67528,0,0.0916
67529,0,0.0188
67530,0,0.0169
67531,0,0.0168
67532,0,0.0084
67533,0,0.1196
67534,0,0.0397
67535,0,0.0113
67536,0,0.0083
67537,0,0.1086
67538,0,0.0303
67539,0,0.0251
67540,0,0.0364
67541,0,0.0048
67542,0,0.0123
67543,0,0.0028
67544,0,0.2986
67545,0,0.0051
67546,0,0.0215
67547,0,0.0022
67548,0,0.0059
67549,0,0.0116
67550,0,0.0105
67551,0,0.0063
67552,0,0.017
67553,0,0.0135
67554,0,0.0079
67555,0,0.086
67556,0,0.0199
67557,0,0.0165
67558,1,0.9755
67559,0,0.0096
67560,0,0.0381
67561,0,0.0239
67562,0,0.0111
67563,0,0.0152
67564,0,0.0719
67565,0,0.0276
67566,0,0.01
67567,0,0.0048
67568,0,0.0224
67569,0,0.0294
67570,0,0.013
67571,0,0.0124
67572,0,0.0102
67573,0,0.0215
67574,0,0.0179
67575,0,0.06
67576,1,0.5743
67577,0,0.0894
67578,1,0.8389
67579,0,0.0748
67580,0,0.0255
67581,0,0.0031
67582,0,0.0235
67583,0,0.0207
67584,1,0.8561
67585,1,0.9986
67586,0,0.028
67587,0,0.0215
67588,0,0.0913
67589,1,0.9886
67590,0,0.0078
67591,0,0.005
67592,0,0.0162
67593,0,0.0097
67594,0,0.0224
67595,0,0.0364
67596,0,0.0234
67597,0,0.2378
67598,0,0.006
67599,0,0.0433
67600,0,0.0065
67601,0,0.0371
67602,0,0.0099
67603,1,0.9048
67604,0,0.0275
67605,0,0.0095
67606,0,0.0119
67607,0,0.0071
67608,0,0.0177
67609,0,0.0345
67610,0,0.0078
67611,0,0.0062
67612,0,0.0574
67613,0,0.022
67614,0,0.0118
67615,0,0.0168
67616,0,0.0381
67617,0,0.0202
67618,0,0.2499
67619,0,0.0185
67620,0,0.0221
67621,0,0.0396
67622,0,0.0351
67623,0,0.0238
67624,0,0.0025
67625,0,0.0325
67626,0,0.0553
67627,0,0.0032
67628,0,0.0071
67629,0,0.0046
67630,0,0.0237
67631,0,0.0075
67632,0,0.103
67633,0,0.1388
67634,0,0.0079
67635,1,0.9566
67636,0,0.2422
67637,0,0.0186
67638,0,0.1241
67639,0,0.0032
67640,0,0.0037
67641,0,0.0148
67642,0,0.0155
67643,0,0.0227
67644,1,0.7182
67645,0,0.0151
67646,0,0.0134
67647,0,0.0086
67648,0,0.018
67649,0,0.016
67650,0,0.0397
67651,0,0.0038
67652,0,0.0232
67653,0,0.024
67654,0,0.0946
67655,0,0.2008
67656,0,0.0265
67657,0,0.1836
67658,0,0.0316
67659,0,0.2945
67660,0,0.0183
67661,0,0.0141
67662,1,0.96
67663,0,0.1895
67664,1,0.9269
67665,1,0.9355
67666,0,0.0169
67667,0,0.0346
67668,0,0.0023
67669,0,0.029
67670,0,0.0215
67671,0,0.019
67672,0,0.0355
67673,0,0.0121
67674,0,0.0752
67675,0,0.0595
67676,0,0.0289
67677,0,0.0513
67678,0,0.0749
67679,0,0.081
67680,0,0.0709
67681,0,0.3404
67682,1,0.7622
67683,1,0.9841
67684,0,0.0124
67685,0,0.0503
67686,0,0.0127
67687,0,0.0171
67688,0,0.0073
67689,0,0.0073
67690,0,0.2319
67691,0,0.1291
67692,0,0.0134
67693,0,0.0253
67694,0,0.0288
67695,1,0.9557
67696,0,0.0394
67697,0,0.0138
67698,0,0.0169
67699,0,0.1516
67700,0,0.0134
67701,0,0.0572
67702,0,0.0022
67703,0,0.0248
67704,1,0.973
67705,0,0.078
67706,0,0.0132
67707,0,0.0093
67708,0,0.0079
67709,0,0.0397
67710,0,0.0054
67711,0,0.0773
67712,0,0.0079
67713,0,0.0229
67714,0,0.0575
67715,0,0.0208
67716,0,0.0339
67717,0,0.0876
67718,0,0.3184
67719,1,0.9599
67720,0,0.0204
67721,0,0.2982
67722,0,0.0067
67723,0,0.0106
67724,0,0.0402
67725,0,0.0186
67726,0,0.3168
67727,0,0.04
67728,1,0.9542
67729,0,0.0268
67730,0,0.0598
67731,1,0.9045
67732,0,0.0168
67733,0,0.154
67734,1,0.857
67735,0,0.0185
67736,0,0.0328
67737,1,0.9616
67738,0,0.01
67739,0,0.0063
67740,0,0.011
67741,0,0.0393
67742,0,0.0221
67743,0,0.0104
67744,0,0.0104
67745,0,0.0171
67746,0,0.0102
67747,0,0.0352
67748,0,0.0066
67749,0,0.0041
67750,0,0.0074
67751,1,0.9585
67752,0,0.013
67753,0,0.0527
67754,0,0.0492
67755,0,0.0497
67756,0,0.0917
67757,0,0.0176
67758,0,0.0413
67759,1,0.9476
67760,0,0.0201
67761,0,0.0382
67762,0,0.008
67763,0,0.0975
67764,0,0.027
67765,0,0.0336
67766,0,0.0201
67767,0,0.0432
67768,0,0.0174
67769,0,0.0348
67770,0,0.0346
67771,0,0.0208
67772,1,0.7227
67773,0,0.0127
67774,0,0.0559
67775,0,0.0876
67776,0,0.0582
67777,0,0.0106
67778,1,0.9852
67779,1,0.8308
67780,0,0.0116
67781,0,0.0086
67782,0,0.015
67783,0,0.0048
67784,0,0.0082
67785,1,0.9909
67786,0,0.0321
67787,0,0.085
67788,0,0.0206
67789,0,0.0217
67790,0,0.0333
67791,0,0.005
67792,0,0.0151
67793,0,0.0432
67794,0,0.0052
67795,0,0.0095
67796,0,0.0211
67797,0,0.0033
67798,0,0.0026
67799,0,0.0055
67800,0,0.008
67801,0,0.046
67802,0,0.4124
67803,0,0.017
67804,1,0.9797
67805,1,0.7305
67806,0,0.083
67807,0,0.0827
67808,0,0.0057
67809,0,0.1739
67810,0,0.0877
67811,0,0.0213
67812,0,0.0123
67813,0,0.1488
67814,0,0.0041
67815,0,0.0129
67816,0,0.0095
67817,0,0.005
67818,0,0.0461
67819,0,0.0508
67820,0,0.0315
67821,1,0.9781
67822,0,0.0348
67823,0,0.0429
67824,0,0.0117
67825,0,0.0116
67826,0,0.005
67827,0,0.0264
67828,0,0.0171
67829,0,0.082
67830,0,0.0501
67831,0,0.0136
67832,0,0.1067
67833,0,0.4767
67834,0,0.0158
67835,0,0.0059
67836,0,0.0243
67837,0,0.0186
67838,0,0.0282
67839,0,0.002
67840,0,0.0218
67841,0,0.0225
67842,0,0.0172
67843,0,0.0313
67844,0,0.009
67845,0,0.0386
67846,0,0.0296
67847,0,0.0108
67848,0,0.055
67849,0,0.022
67850,0,0.0059
67851,0,0.013
67852,0,0.0022
67853,0,0.0507
67854,0,0.0172
67855,0,0.002
67856,0,0.0099
67857,0,0.0226
67858,0,0.0027
67859,0,0.0052
67860,0,0.028
67861,0,0.0139
67862,0,0.0875
67863,0,0.004
67864,0,0.0645
67865,0,0.0214
67866,0,0.0476
67867,0,0.1174
67868,0,0.0178
67869,0,0.041
67870,0,0.0544
67871,0,0.0057
67872,0,0.0342
67873,0,0.0123
67874,0,0.0111
67875,0,0.0146
67876,0,0.44
67877,0,0.1927
67878,0,0.1961
67879,0,0.0468
67880,0,0.1287
67881,0,0.0154
67882,0,0.0177
67883,0,0.0136
67884,0,0.0822
67885,0,0.002
67886,0,0.2452
67887,0,0.033
67888,0,0.0788
67889,0,0.0179
67890,0,0.0144
67891,0,0.0197
67892,0,0.0137
67893,1,0.9226
67894,0,0.026
67895,0,0.0148
67896,0,0.0214
67897,0,0.0094
67898,0,0.0506
67899,0,0.0301
67900,0,0.0596
67901,0,0.0127
67902,0,0.0177
67903,0,0.0336
67904,1,0.9997
67905,0,0.0272
67906,0,0.0681
67907,0,0.0327
67908,0,0.034
67909,0,0.0202
67910,0,0.1967
67911,1,0.7724
67912,0,0.2519
67913,1,0.5085
67914,0,0.0155
67915,0,0.0398
67916,0,0.0028
67917,0,0.0308
67918,0,0.0128
67919,0,0.0502
67920,0,0.0563
67921,0,0.0204
67922,0,0.0382
67923,0,0.3038
67924,0,0.0206
67925,0,0.0108
67926,0,0.036
67927,0,0.1014
67928,0,0.0626
67929,0,0.0836
67930,0,0.0312
67931,1,0.7129
67932,0,0.0094
67933,0,0.0187
67934,0,0.1975
67935,0,0.0036
67936,0,0.0514
67937,0,0.0615
67938,0,0.0127
67939,0,0.0238
67940,0,0.0076
67941,0,0.0424
67942,0,0.0087
67943,0,0.0503
67944,0,0.0286
67945,0,0.0094
67946,0,0.0254
67947,0,0.0599
67948,0,0.0186
67949,0,0.0213
67950,0,0.0147
67951,0,0.1067
67952,0,0.0084
67953,0,0.0167
67954,0,0.0169
67955,0,0.0524
67956,0,0.0178
67957,0,0.0623
67958,0,0.0104
67959,0,0.046
67960,0,0.0129
67961,0,0.0497
67962,0,0.0132
67963,0,0.0994
67964,0,0.0056
67965,0,0.057
67966,0,0.0585
67967,0,0.0127
67968,0,0.1048
67969,0,0.0165
67970,0,0.0292
67971,0,0.0231
67972,0,0.0448
67973,0,0.0136
67974,0,0.0403
67975,1,0.7952
67976,0,0.0427
67977,1,0.9862
67978,0,0.0686
67979,0,0.2688
67980,0,0.0727
67981,0,0.024
67982,1,0.986
67983,0,0.0381
67984,0,0.1029
67985,0,0.0176
67986,0,0.0415
67987,0,0.2017
67988,1,0.8632
67989,0,0.012
67990,0,0.0208
67991,0,0.0117
67992,0,0.0723
67993,0,0.0158
67994,0,0.1067
67995,1,0.5363
67996,0,0.0029
67997,0,0.0154
67998,0,0.0083
67999,1,0.9458
68000,0,0.0021
68001,0,0.1636
68002,0,0.0164
68003,1,0.9583
68004,0,0.0926
68005,0,0.0883
68006,0,0.0298
68007,0,0.01
68008,0,0.0816
68009,0,0.0146
68010,0,0.2837
68011,0,0.0318
68012,0,0.0055
68013,1,0.9748
68014,0,0.0095
68015,0,0.0588
68016,1,0.9698
68017,0,0.0139
68018,0,0.0191
68019,0,0.0519
68020,0,0.0292
68021,0,0.127
68022,0,0.0486
68023,0,0.1161
68024,0,0.007
68025,0,0.0338
68026,0,0.0153
68027,1,0.9944
68028,0,0.096
68029,0,0.0291
68030,0,0.0161
68031,0,0.0186
68032,0,0.0077
68033,0,0.0302
68034,1,0.9715
68035,1,0.9723
68036,0,0.0017
68037,0,0.0113
68038,0,0.0092
68039,0,0.162
68040,1,0.9876
68041,0,0.0553
68042,0,0.0659
68043,0,0.0893
68044,0,0.017
68045,0,0.0815
68046,0,0.0323
68047,0,0.1906
68048,0,0.0822
68049,1,0.9298
68050,0,0.02
68051,0,0.0329
68052,0,0.0494
68053,0,0.0139
68054,0,0.0171
68055,0,0.0142
68056,0,0.0303
68057,0,0.074
68058,0,0.177
68059,0,0.0042
68060,0,0.0093
68061,0,0.0267
68062,0,0.0119
68063,1,0.994
68064,0,0.0135
68065,0,0.015
68066,0,0.0144
68067,1,0.9582
68068,0,0.0064
68069,0,0.0357
68070,0,0.048
68071,0,0.0274
68072,0,0.0229
68073,1,0.964
68074,1,0.9999
68075,0,0.0085
68076,0,0.0557
68077,0,0.0411
68078,1,0.9717
68079,0,0.0165
68080,0,0.0255
68081,0,0.0317
68082,0,0.028
68083,0,0.0261
68084,0,0.0221
68085,0,0.039
68086,0,0.0298
68087,0,0.0031
68088,0,0.0317
68089,0,0.0146
68090,0,0.0026
68091,1,0.7736
68092,0,0.1022
68093,0,0.0233
68094,0,0.0061
68095,0,0.0298
68096,0,0.063
68097,0,0.0168
68098,1,0.9697
68099,1,0.9044
68100,0,0.02
68101,0,0.0111
68102,0,0.0111
68103,0,0.198
68104,0,0.0384
68105,0,0.0356
68106,0,0.0181
68107,0,0.008
68108,0,0.0389
68109,0,0.219
68110,0,0.1715
68111,0,0.062
68112,0,0.0635
68113,0,0.0221
68114,0,0.0364
68115,0,0.0549
68116,0,0.0086
68117,0,0.0368
68118,0,0.0219
68119,0,0.0442
68120,0,0.0447
68121,0,0.0066
68122,0,0.0572
68123,0,0.0171
68124,0,0.0428
68125,0,0.0237
68126,0,0.0778
68127,0,0.0224
68128,0,0.0049
68129,0,0.124
68130,1,0.9335
68131,0,0.0371
68132,0,0.0857
68133,0,0.2999
68134,0,0.0161
68135,0,0.0508
68136,0,0.0104
68137,0,0.0618
68138,0,0.0228
68139,0,0.0471
68140,0,0.0898
68141,0,0.035
68142,0,0.0149
68143,0,0.0054
68144,0,0.1905
68145,0,0.0085
68146,0,0.0157
68147,0,0.0337
68148,0,0.0142
68149,0,0.0083
68150,0,0.0672
68151,0,0.026
68152,0,0.248
68153,0,0.0314
68154,0,0.0363
68155,0,0.0538
68156,0,0.0127
68157,0,0.0231
68158,1,0.9288
68159,0,0.0137
68160,0,0.0144
68161,0,0.0033
68162,0,0.0137
68163,1,0.7095
68164,0,0.0203
68165,0,0.2883
68166,0,0.0391
68167,0,0.0245
68168,0,0.0082
68169,0,0.0369
68170,0,0.0612
68171,0,0.0055
68172,0,0.0069
68173,0,0.0033
68174,0,0.0189
68175,0,0.0182
68176,1,0.9556
68177,0,0.0163
68178,0,0.0246
68179,0,0.0049
68180,0,0.0316
68181,0,0.1006
68182,0,0.1055
68183,1,0.9753
68184,0,0.0117
68185,0,0.0453
68186,0,0.0175
68187,0,0.0088
68188,0,0.0173
68189,0,0.0024
68190,0,0.0243
68191,0,0.0565
68192,0,0.0046
68193,0,0.0351
68194,0,0.0127
68195,0,0.0049
68196,0,0.0221
68197,0,0.1946
68198,1,0.8974
68199,0,0.0359
68200,0,0.0169
68201,0,0.021
68202,0,0.0114
68203,0,0.1485
68204,1,0.9939
68205,1,0.7997
68206,0,0.1795
68207,0,0.0149
68208,0,0.1445
68209,0,0.0079
68210,1,0.9123
68211,0,0.0173
68212,0,0.0117
68213,0,0.2764
68214,0,0.0201
68215,0,0.0275
68216,0,0.4053
68217,0,0.0061
68218,0,0.0954
68219,0,0.4427
68220,0,0.0202
68221,0,0.0565
68222,0,0.0977
68223,0,0.0437
68224,0,0.0638
68225,0,0.0079
68226,0,0.0122
68227,1,0.8326
68228,0,0.0669
68229,0,0.0388
68230,0,0.0061
68231,0,0.0263
68232,0,0.045
68233,0,0.006
68234,0,0.0225
68235,0,0.0745
68236,0,0.023
68237,0,0.1846
68238,0,0.0046
68239,0,0.118
68240,0,0.0281
68241,0,0.0282
68242,0,0.027
68243,0,0.0626
68244,0,0.0304
68245,0,0.0134
68246,0,0.0052
68247,0,0.015
68248,0,0.0105
68249,0,0.0119
68250,0,0.0197
68251,0,0.0135
68252,0,0.1301
68253,0,0.003
68254,0,0.0096
68255,0,0.057
68256,0,0.0078
68257,0,0.0027
68258,1,0.7459
68259,0,0.0667
68260,0,0.0489
68261,0,0.0082
68262,0,0.0064
68263,0,0.0093
68264,0,0.023
68265,1,0.9961
68266,0,0.0109
68267,0,0.0503
68268,0,0.0445
68269,0,0.0099
68270,0,0.0171
68271,0,0.013
68272,0,0.2488
68273,0,0.0223
68274,0,0.0075
68275,1,0.6379
68276,1,0.5598
68277,0,0.0067
68278,0,0.0093
68279,0,0.0706
68280,0,0.0274
68281,0,0.0459
68282,0,0.0766
68283,0,0.021
68284,0,0.0154
68285,0,0.0516
68286,0,0.0035
68287,0,0.0068
68288,0,0.0774
68289,0,0.0079
68290,0,0.0125
68291,0,0.0817
68292,0,0.0155
68293,0,0.0023
68294,0,0.0444
68295,1,0.9544
68296,1,0.9149
68297,0,0.0322
68298,0,0.0094
68299,0,0.0233
68300,0,0.0518
68301,0,0.0042
68302,0,0.0848
68303,0,0.0372
68304,0,0.0093
68305,0,0.0226
68306,0,0.0416
68307,0,0.0021
68308,0,0.0418
68309,0,0.0107
68310,0,0.0528
68311,0,0.0562
68312,0,0.0281
68313,0,0.0016
68314,0,0.0233
68315,1,0.8822
68316,0,0.074
68317,0,0.0245
68318,0,0.0426
68319,0,0.0097
68320,0,0.0112
68321,0,0.0119
68322,0,0.1945
68323,0,0.0204
68324,0,0.0623
68325,0,0.0074
68326,0,0.0129
68327,0,0.0359
68328,0,0.0212
68329,0,0.0261
68330,0,0.0313
68331,0,0.0919
68332,0,0.0757
68333,0,0.0105
68334,0,0.0734
68335,0,0.1357
68336,1,0.9456
68337,0,0.0192
68338,0,0.0076
68339,1,0.9243
68340,0,0.0142
68341,0,0.0306
68342,1,0.5827
68343,0,0.022
68344,0,0.0056
68345,1,0.6303
68346,0,0.0073
68347,0,0.0014
68348,0,0.0341
68349,0,0.0464
68350,1,0.9232
68351,0,0.0648
68352,0,0.0009
68353,0,0.0117
68354,1,0.9889
68355,0,0.0127
68356,0,0.0143
68357,1,0.9225
68358,0,0.0297
68359,0,0.0225
68360,1,0.5683
68361,0,0.0271
68362,0,0.0516
68363,0,0.0065
68364,0,0.0097
68365,0,0.0066
68366,0,0.0334
68367,0,0.0187
68368,0,0.0476
68369,1,0.9331
68370,1,0.9852
68371,0,0.248
68372,1,0.6413
68373,0,0.0541
68374,0,0.0734
68375,0,0.0167
68376,0,0.129
68377,0,0.1096
68378,0,0.0147
68379,0,0.0097
68380,0,0.06
68381,0,0.0196
68382,0,0.0154
68383,0,0.0595
68384,0,0.0247
68385,0,0.025
68386,0,0.0224
68387,0,0.0455
68388,0,0.0369
68389,0,0.1064
68390,0,0.1005
68391,0,0.017
68392,0,0.0275
68393,0,0.0468
68394,1,0.8045
68395,0,0.0062
68396,0,0.1534
68397,0,0.0409
68398,0,0.1744
68399,0,0.018
68400,0,0.1141
68401,0,0.1903
68402,0,0.0317
68403,0,0.1586
68404,1,0.9858
68405,0,0.0252
68406,0,0.0106
68407,1,0.9865
68408,0,0.4032
68409,0,0.0275
68410,0,0.1089
68411,0,0.0162
68412,0,0.116
68413,0,0.0563
68414,1,0.9458
68415,0,0.4129
68416,0,0.0372
68417,0,0.1262
68418,0,0.052
68419,0,0.0445
68420,0,0.0289
68421,1,0.8987
68422,0,0.0056
68423,0,0.02
68424,1,0.9727
68425,0,0.0233
68426,0,0.0075
68427,0,0.1139
68428,0,0.1327
68429,0,0.0175
68430,0,0.01
68431,0,0.0102
68432,0,0.007
68433,0,0.0091
68434,0,0.0209
68435,1,0.9978
68436,0,0.0696
68437,0,0.0134
68438,0,0.0171
68439,0,0.0066
68440,0,0.0032
68441,0,0.2221
68442,0,0.0184
68443,0,0.0876
68444,1,0.9544
68445,0,0.0284
68446,0,0.0223
68447,0,0.0081
68448,0,0.1841
68449,0,0.0166
68450,1,0.753
68451,0,0.0397
68452,0,0.01
68453,0,0.0358
68454,0,0.0852
68455,0,0.0591
68456,0,0.3002
68457,0,0.0318
68458,0,0.0295
68459,0,0.0561
68460,0,0.0168
68461,0,0.0233
68462,0,0.0051
68463,0,0.0145
68464,0,0.0222
68465,0,0.0326
68466,0,0.0114
68467,0,0.0195
68468,0,0.0207
68469,0,0.0584
68470,0,0.0065
68471,1,0.9506
68472,0,0.0114
68473,0,0.0712
68474,1,0.6251
68475,0,0.0232
68476,0,0.0091
68477,0,0.0412
68478,0,0.0081
68479,0,0.0121
68480,0,0.0472
68481,0,0.0166
68482,0,0.1089
68483,0,0.0803
68484,0,0.0206
68485,0,0.0133
68486,0,0.0432
68487,0,0.0029
68488,1,0.9886
68489,0,0.1111
68490,0,0.0217
68491,0,0.0418
68492,0,0.2507
68493,0,0.0229
68494,0,0.0046
68495,0,0.0081
68496,0,0.1128
68497,0,0.0929
68498,0,0.0063
68499,0,0.008
68500,0,0.0803
68501,0,0.0158
68502,0,0.1143
68503,0,0.0228
68504,0,0.0308
68505,0,0.0084
68506,0,0.0547
68507,0,0.0101
68508,0,0.0046
68509,0,0.0859
68510,0,0.0144
68511,0,0.0061
68512,0,0.0616
68513,0,0.0106
68514,1,0.961
68515,0,0.0713
68516,0,0.0789
68517,0,0.0059
68518,1,0.9738
68519,0,0.0172
68520,0,0.0415
68521,0,0.0118
68522,0,0.1597
68523,0,0.0078
68524,0,0.2721
68525,0,0.0064
68526,0,0.1213
68527,0,0.0497
68528,0,0.1641
68529,0,0.0147
68530,0,0.0159
68531,0,0.0131
68532,0,0.0024
68533,1,0.9583
68534,0,0.0174
68535,1,0.588
68536,0,0.011
68537,0,0.0813
68538,0,0.0288
68539,0,0.0169
68540,0,0.0159
68541,0,0.0125
68542,0,0.0089
68543,0,0.0171
68544,0,0.051
68545,0,0.0268
68546,0,0.0284
68547,1,0.8397
68548,0,0.0122
68549,0,0.0076
68550,1,0.9526
68551,1,0.7179
68552,0,0.0046
68553,0,0.1672
68554,0,0.2027
68555,0,0.0559
68556,0,0.068
68557,0,0.0592
68558,1,0.9235
68559,0,0.1845
68560,1,0.9838
68561,0,0.3417
68562,1,0.6852
68563,1,0.6984
68564,0,0.0084
68565,0,0.0165
68566,0,0.0084
68567,0,0.0101
68568,0,0.0295
68569,0,0.074
68570,0,0.0109
68571,1,0.9217
68572,0,0.0705
68573,0,0.0127
68574,0,0.0274
68575,0,0.0037
68576,0,0.0138
68577,0,0.0554
68578,0,0.0662
68579,0,0.0061
68580,0,0.0099
68581,0,0.043
68582,0,0.1087
68583,1,0.9964
68584,0,0.0199
68585,1,0.9689
68586,0,0.3309
68587,0,0.0131
68588,0,0.0532
68589,0,0.0317
68590,1,0.9673
68591,0,0.0499
68592,1,0.9219
68593,0,0.0169
68594,0,0.059
68595,0,0.0031
68596,0,0.0808
68597,0,0.1144
68598,0,0.0239
68599,0,0.0269
68600,0,0.0116
68601,0,0.0128
68602,0,0.0756
68603,0,0.0604
68604,0,0.2735
68605,0,0.0831
68606,0,0.052
68607,0,0.0056
68608,0,0.0368
68609,0,0.0029
68610,0,0.0331
68611,0,0.0172
68612,1,0.9405
68613,0,0.0172
68614,0,0.022
68615,0,0.0946
68616,0,0.008
68617,0,0.0362
68618,0,0.0426
68619,0,0.3056
68620,0,0.0223
68621,0,0.0883
68622,0,0.0024
68623,0,0.0278
68624,0,0.0028
68625,0,0.4355
68626,0,0.023
68627,0,0.0229
68628,0,0.0207
68629,0,0.0344
68630,1,0.8041
68631,0,0.0078
68632,0,0.0361
68633,0,0.0091
68634,0,0.0041
68635,1,0.7803
68636,0,0.0348
68637,0,0.021
68638,0,0.0534
68639,1,0.878
68640,0,0.0285
68641,1,0.6546
68642,0,0.0349
68643,0,0.0046
68644,0,0.0271
68645,1,0.9041
68646,0,0.0603
68647,0,0.0181
68648,0,0.0081
68649,0,0.0297
68650,1,0.9022
68651,0,0.0312
68652,0,0.0188
68653,1,0.8371
68654,0,0.1314
68655,0,0.0465
68656,0,0.0097
68657,0,0.0327
68658,1,0.9238
68659,0,0.0144
68660,0,0.0336
68661,0,0.0612
68662,0,0.0267
68663,0,0.0283
68664,0,0.0023
68665,0,0.0291
68666,0,0.0617
68667,0,0.0368
68668,0,0.0039
68669,0,0.0701
68670,0,0.0353
68671,0,0.0436
68672,0,0.0183
68673,0,0.0181
68674,0,0.0242
68675,0,0.0156
68676,0,0.0146
68677,0,0.0867
68678,0,0.0287
68679,0,0.0285
68680,0,0.0209
68681,0,0.0047
68682,0,0.027
68683,0,0.0442
68684,0,0.0645
68685,0,0.0331
68686,0,0.0087
68687,0,0.0193
68688,0,0.1168
68689,0,0.0009
68690,0,0.0162
68691,0,0.025
68692,0,0.0122
68693,0,0.0922
68694,0,0.0279
68695,0,0.0611
68696,1,0.9456
68697,0,0.0041
68698,0,0.0169
68699,1,0.6379
68700,1,0.9893
68701,0,0.0268
68702,0,0.0355
68703,0,0.0853
68704,0,0.1348
68705,0,0.0164
68706,0,0.1307
68707,1,0.9016
68708,0,0.0201
68709,0,0.0076
68710,0,0.0871
68711,0,0.1604
68712,0,0.024
68713,0,0.0852
68714,0,0.077
68715,0,0.0031
68716,0,0.0068
68717,0,0.1654
68718,0,0.0593
68719,0,0.0635
68720,0,0.0697
68721,0,0.0871
68722,0,0.0099
68723,1,0.9752
68724,0,0.099
68725,0,0.0255
68726,0,0.0308
68727,0,0.0116
68728,0,0.0171
